Hugo_Symbol,TCGA.2J.AAB1.01,TCGA.2J.AAB4.01,TCGA.2J.AAB6.01,TCGA.2J.AAB8.01,TCGA.2J.AAB9.01,TCGA.2J.AABA.01,TCGA.2J.AABE.01,TCGA.2J.AABF.01,TCGA.2J.AABH.01,TCGA.2J.AABI.01,TCGA.2J.AABK.01,TCGA.2J.AABO.01,TCGA.2J.AABP.01,TCGA.2J.AABR.01,TCGA.2J.AABT.01,TCGA.2J.AABU.01,TCGA.2J.AABV.01,TCGA.2L.AAQA.01,TCGA.2L.AAQE.01,TCGA.2L.AAQI.01,TCGA.2L.AAQJ.01,TCGA.2L.AAQL.01,TCGA.2L.AAQM.01,TCGA.3A.A9I5.01,TCGA.3A.A9I7.01,TCGA.3A.A9I9.01,TCGA.3A.A9IB.01,TCGA.3A.A9IC.01,TCGA.3A.A9IH.01,TCGA.3A.A9IJ.01,TCGA.3A.A9IL.01,TCGA.3A.A9IN.01,TCGA.3A.A9IO.01,TCGA.3A.A9IR.01,TCGA.3A.A9IS.01,TCGA.3A.A9IU.01,TCGA.3A.A9IV.01,TCGA.3A.A9IX.01,TCGA.3A.A9IZ.01,TCGA.3A.A9J0.01,TCGA.3E.AAAY.01,TCGA.3E.AAAZ.01,TCGA.F2.6879.01,TCGA.F2.6880.01,TCGA.F2.7273.01,TCGA.F2.7276.01,TCGA.F2.A44G.01,TCGA.F2.A44H.01,TCGA.F2.A7TX.01,TCGA.F2.A8YN.01,TCGA.FB.A4P5.01,TCGA.FB.A4P6.01,TCGA.FB.A545.01,TCGA.FB.A5VM.01,TCGA.FB.A78T.01,TCGA.FB.A7DR.01,TCGA.FB.AAPP.01,TCGA.FB.AAPQ.01,TCGA.FB.AAPS.01,TCGA.FB.AAPU.01,TCGA.FB.AAPY.01,TCGA.FB.AAPZ.01,TCGA.FB.AAQ0.01,TCGA.FB.AAQ1.01,TCGA.FB.AAQ2.01,TCGA.FB.AAQ3.01,TCGA.FB.AAQ6.01,TCGA.H6.8124.01,TCGA.H6.A45N.01,TCGA.H8.A6C1.01,TCGA.HV.A5A3.01,TCGA.HV.A5A4.01,TCGA.HV.A5A5.01,TCGA.HV.A5A6.01,TCGA.HV.A7OL.01,TCGA.HV.A7OP.01,TCGA.HV.AA8V.01,TCGA.HV.AA8X.01,TCGA.HZ.7289.01,TCGA.HZ.7918.01,TCGA.HZ.7919.01,TCGA.HZ.7920.01,TCGA.HZ.7922.01,TCGA.HZ.7923.01,TCGA.HZ.7924.01,TCGA.HZ.7925.01,TCGA.HZ.7926.01,TCGA.HZ.8001.01,TCGA.HZ.8002.01,TCGA.HZ.8003.01,TCGA.HZ.8005.01,TCGA.HZ.8315.01,TCGA.HZ.8317.01,TCGA.HZ.8519.01,TCGA.HZ.8636.01,TCGA.HZ.8637.01,TCGA.HZ.8638.01,TCGA.HZ.A49G.01,TCGA.HZ.A49H.01,TCGA.HZ.A49I.01,TCGA.HZ.A4BH.01,TCGA.HZ.A4BK.01,TCGA.HZ.A77O.01,TCGA.HZ.A77P.01,TCGA.HZ.A77Q.01,TCGA.HZ.A8P0.01,TCGA.HZ.A8P1.01,TCGA.HZ.A9TJ.01,TCGA.IB.7644.01,TCGA.IB.7645.01,TCGA.IB.7646.01,TCGA.IB.7649.01,TCGA.IB.7651.01,TCGA.IB.7652.01,TCGA.IB.7885.01,TCGA.IB.7886.01,TCGA.IB.7887.01,TCGA.IB.7888.01,TCGA.IB.7889.01,TCGA.IB.7890.01,TCGA.IB.7891.01,TCGA.IB.7893.01,TCGA.IB.7897.01,TCGA.IB.8126.01,TCGA.IB.8127.01,TCGA.IB.A5SO.01,TCGA.IB.A5SP.01,TCGA.IB.A5SQ.01,TCGA.IB.A5SS.01,TCGA.IB.A5ST.01,TCGA.IB.A6UF.01,TCGA.IB.A6UG.01,TCGA.IB.A7LX.01,TCGA.IB.A7M4.01,TCGA.IB.AAUM.01,TCGA.IB.AAUN.01,TCGA.IB.AAUO.01,TCGA.IB.AAUP.01,TCGA.IB.AAUQ.01,TCGA.IB.AAUR.01,TCGA.IB.AAUS.01,TCGA.IB.AAUT.01,TCGA.IB.AAUU.01,TCGA.IB.AAUV.01,TCGA.IB.AAUW.01,TCGA.L1.A7W4.01,TCGA.LB.A7SX.01,TCGA.LB.A8F3.01,TCGA.LB.A9Q5.01,TCGA.M8.A5N4.01,TCGA.OE.A75W.01,TCGA.PZ.A5RE.01,TCGA.Q3.A5QY.01,TCGA.Q3.AA2A.01,TCGA.RB.A7B8.01,TCGA.RB.AA9M.01,TCGA.RL.AAAS.01,TCGA.S4.A8RM.01,TCGA.S4.A8RO.01,TCGA.S4.A8RP.01,TCGA.US.A774.01,TCGA.US.A776.01,TCGA.US.A779.01,TCGA.US.A77E.01,TCGA.US.A77G.01,TCGA.US.A77J.01,TCGA.XD.AAUG.01,TCGA.XD.AAUH.01,TCGA.XD.AAUI.01,TCGA.XD.AAUL.01,TCGA.XN.A8T3.01,TCGA.XN.A8T5.01,TCGA.YB.A89D.01,TCGA.YH.A8SY.01,TCGA.YY.A8LH.01,TCGA.Z5.AAPL.01,DEG type
AKR1A1,2484.878,2588.3838,2552.6316,2326.6745,2133.9764,1933.9283,2406.6595,2608.6648,1872.3868,1588.5341,2929.0628,2288.4615,3886.9016,2314.7805,1876.0951,2144.1048,3962.2047,1460.6877,2225.2085,1844.78,2279.703,2364.8621,1505.0445,2776.7107,2627.2189,3193.7677,2011.8916,2958.5185,2290.5817,1437.9572,1057.9103,1525.4042,1528.5142,1424.9259,994.0936,1748.2425,2156.307,2198.2644,2110.0372,1983.1001,2772.3062,1810.0224,2200.2356,2671.9853,1765.8017,1984.5948,2706.4018,2398.2103,1840.8091,2619.3677,2238.6054,1745.2316,1380.0151,2387.5848,2428.2147,1876.6389,3248.1308,1628.8545,2621.3793,3622.8061,4056.8797,1807.386,1965.7067,3257.5568,3111.2145,4086.5136,2287.3239,1815.3115,2066.251,2689.6552,1945.8752,3042.4503,3065.2802,2200.7495,3562.5385,3256.3841,2706.1106,3879.8357,4340.8259,2655.2147,2038.3427,1771.9972,2233.4047,2143.1412,2496.01,2544.7129,1412.1274,2977.0961,1963.6364,2076.56,1413.9715,2000.7573,2127.1824,1399.9058,1770.5147,2887.9283,2847.3826,2233.5886,2914.9349,2932.1964,2720.9023,2136.4513,1976.2354,2058.2822,1931.2573,3406.3293,1607.7844,2208.5524,3002.1472,2190.0208,1696.9543,2175.6297,2260.6571,2228.9955,2520.433,1955.5122,2555.1371,3164.557,3023.0738,1470.1964,2405.0606,1669.0405,1531.9841,1897.2272,1645.7942,2138.3185,2887.5002,2064.5085,1628.6175,2366.9725,1703.2943,2060.2038,1424.924,2403.7535,2478.853,1433.9517,3086.526,2181.0534,3015.3061,2216.862,2857.4228,2706.3397,2149.5526,2180.5383,2364.1368,1162.0207,2861.6491,2429.4416,2652.6604,2029.2935,2294.9355,2776.8272,2847.9952,2523.4319,3722.2222,1750.2146,3116.8274,1064.4491,1772.0715,2140.8152,2748.6316,5817.2464,3663.6053,2236.6812,1899.5892,2674.7868,2093.2432,1527.8501,1934.1258,2367.5676,2142.4051,1765.1967,2382.8366,2519.8598,1541.1752,1894.5869,NS
AKR1B1,1320.9756,906.5657,2176.0234,909.9882,1472.6688,1198.6848,916.9107,1462.9219,1038.3275,1622.2787,877.0421,758.8141,3951.0784,1667.9035,1501.2516,2520.7424,1258.2677,1112.0048,1012.0482,1088.3085,783.6634,1624.8725,2890.2077,997.599,1160.186,1179.6034,1634.5863,1031.1111,828.187,3612.1825,2782.8456,2518.4758,1792.8359,1244.1851,1710.5861,617.3111,3113.2314,1284.7371,870.632,1087.9324,1835.2023,1131.638,1431.3899,1163.5471,2428.4764,1671.1319,1027.5938,1720.3579,1384.3448,995.5245,1811.5126,1032.6975,749.4322,2497.1309,1076.9871,1183.9015,481.3076,893.8507,2053.7931,1174.061,1708.0173,1099.9276,1347.5748,697.4769,967.4267,1608.4734,602.8169,1119.1744,1264.2245,1147.6293,633.0518,994.6265,1274.9856,1017.1306,1763.4011,318.6925,1135.3055,599.0923,184.5269,2734.1513,1206.5278,1552.2996,1077.0878,1489.7283,667.3317,1140.5711,822.6043,2316.1554,1787.1658,1583.6392,2063.8206,1241.9538,902.2556,1390.4149,945.9058,1612.552,649.059,1353.3917,1540.593,1105.2125,910.9671,1723.7223,1359.5614,1241.5644,1411.8684,860.3924,702.994,571.6119,1170.8589,2221.6216,1624.3655,1915.5888,3291.6101,1302.6769,1348.6616,1301.1634,835.2457,1979.6368,2176.7614,1063.3173,1890.4256,1766.8666,1558.7279,1267.3341,1437.2855,1702.8284,2002.1626,2044.9026,1615.3335,1310.1791,1612.7089,755.2649,1054.8019,1122.4956,1179.9283,1223.1591,664.0335,1566.3809,1403.0612,1463.9315,3310.1421,2034.0909,833.8304,2724.6377,955.5643,919.3635,1016.3516,838.5787,1279.7442,1163.1246,1432.9692,1785.6627,1966.7388,1302.0908,1244.325,788.412,1512.3258,859.8753,1499.2511,994.1768,1521.6842,246.9378,970.3113,857.6419,1050.2054,1956.151,1657.4324,1479.9584,1134.2249,1453.2225,1382.384,1504.7676,1426.5159,1257.5935,608.5327,1343.0199,NS
AKR1B11,3706.8293,1030.303,91.2281,1134.6651,290.4609,286.8326,101.7419,2135.5542,1549.6516,24.6734,1648.7532,954.3269,1.5781,1073.5931,222.7785,1228.1659,395.2756,2440.378,164.0408,4069.4963,2103.9604,1152.0294,3.5608,4234.0936,6128.0642,1130.3116,886.8286,182.716,46.0749,2.1279,3.7534,2.8868,70.8651,0.3443,0,66.7838,0,196.0184,491.4498,5070.5044,553.8762,109.9476,4849.2344,40.5032,280.2395,859.0087,491.17,72.7069,19.3492,211.1563,868.7125,1194.8229,221.0447,9.3897,622.9713,399.4983,252.4778,2247.191,51.0345,6859.2647,2767.0639,370.0217,2366.5451,627.5294,650.0698,1887.8161,721.1268,285.0455,371.7849,1174.0302,834.7252,972.5954,1098.7868,1.606,2516.9439,18.3861,908.8264,3334.3419,34.5008,14.3149,3743.1672,396.7719,199.1435,1401.2591,7725.9352,409.7898,4447.9435,413.9059,988.2353,52.9628,46.1406,531.2382,2316.809,9.2273,821.4629,106.9484,16961.2526,335.3392,1555.5556,405.9964,249.58,1418.0328,1454.7749,769.9387,71.6804,348.4124,1907.7844,661.5348,4007.362,1150.104,240.6091,1336.2832,22.2645,227.6703,1242.259,1039.3485,3311.2026,2883.8745,103.8319,214.2008,579.822,689.6552,435.4897,323.1805,945.1531,213.4831,3709.3818,21.5666,24.2907,128.4404,245.7369,130.4402,88.168,599.0363,311.1111,299.0444,265.6134,306.6763,937.5,34.716,434.1009,1326.555,4184.9169,250.5176,1897.3653,1.7089,197.611,8.6294,702.4435,287.1913,1871.8967,1434.3848,315.3802,1771.4492,1084.8268,775.1073,1151.6613,4421.6216,1531.5256,962.414,1752.4211,717.7854,3680.2305,630.5677,3274.304,1863.581,304.0541,323.7897,858.841,762.1622,24.2616,153.7545,2290.853,1224.2991,530.4818,56.9801,NS
AKR1B15,44.878,1.2626,1.7544,5.6404,0,8.1415,1.8499,7.0878,0.4355,13.4253,14.1874,4.0064,0.526,3.0921,0,12.0087,3.1496,16.8912,1.3902,0.4859,1.4851,9.7027,0,12.0048,36.7709,3.966,6.8528,1.4815,1.9359,0,0,0,0,0,0,0,0,2.0419,1.487,21.1249,2.4378,1.4959,13.5453,1.2274,2.1291,0.3349,8.2781,1.1186,0.4398,4.6351,2.179,1.3624,1.514,2.6082,4.1615,2.7363,2.0866,12.5642,4.1379,0,16.2514,0.7241,12.4337,0.4996,6.5147,15.7693,0.939,1.2357,0,4.3103,0,4.8361,4.6216,0,8.626,0,6.3046,12.5351,5.2274,1.227,13.0714,0.9402,3.4261,0.994,50.3741,3.4515,33.6437,3.272,0.713,2.0975,4.3122,3.7864,6.117,0.5273,3.4956,0.6404,44.2828,3.2823,4.4334,4.401,6.2395,0,1.6607,3.0675,0.5875,2.6596,15.5689,1.1455,1.5337,0,1.5228,0,2.9867,0.265,2.3496,4.5205,1.4014,35.2229,0,1.5373,0.4289,8.6207,0.7228,0,3.1082,4.2619,9.1377,1.9606,2.6568,0.8737,0.9637,1.0736,3.6737,6.0867,0,1.6863,1.4756,2.64,7.0153,1.3526,3.4297,5.9809,0.4261,0.4141,1.1797,2.5633,7.8859,0,0,4.0207,8.9374,0.4123,4.2547,2.1629,2.3895,6.0086,3.7513,28.6902,10.5901,4.7644,4.2105,1.4699,24.1822,3.4934,12.3231,6.6991,2.027,1.0411,6.4388,6.6528,1.0549,1.7878,4.6249,16.9393,1.3229,1.1396,NS
AKR1C1,2250.2439,1014.7727,292.9825,145.3631,1387.9957,316.2674,385.3862,1374.3244,806.1847,379.648,1006.4488,1319.7115,288.2693,2403.8343,297.209,751.0917,899.2126,338.2264,184.8934,468.8472,712.8713,857.7153,146.5875,4172.8691,582.4176,490.6516,348.4188,341.7284,955.9578,95.7574,191.4212,284.0647,185.1804,12.0494,44.9796,290.8612,332.2576,670.9546,1516.7286,5971.4814,687.4695,190.3515,202.2968,548.6346,1549.9667,2337.2405,137.9691,521.2528,249.3404,633.9838,649.3554,3906.6757,317.184,1065.7277,513.5248,364.8387,264.9974,781.6707,328.9655,155.0647,1793.0661,1065.9015,304.3471,944.2918,289.9023,688.5948,191.5493,454.7547,522.993,276.4009,386.9948,609.8872,1988.446,183.0835,283.4258,214.5046,649.3695,971.2557,201.2546,863.8037,416.8225,618.9767,351.606,3779.6554,1730.4239,46.5453,1060.2321,1976.6871,2226.3815,305.1914,121.6041,535.0246,425.6404,279.4539,226.3427,101.505,797.09,186.5427,793.5716,816.944,297.5762,975.892,627.1918,927.1472,492.3619,471.4205,98.2036,392.3388,305.5215,757.5884,103.0457,701.838,251.697,372.9128,231.6019,138.8033,1418.9367,539.3506,1015.6572,164.4939,497.9093,2030.7346,1151.7889,647.7333,567.7653,445.308,647.2508,40.6824,182.4424,594.5828,1140.9904,737.014,1553.0432,636.0639,546.2366,217.5379,905.5449,1441.4224,5008.9286,590.6222,382.1656,1327.7512,2222.4116,522.9814,974.0464,90.5693,963.1497,766.7005,178.1229,114.8765,774.578,266.3445,1384.9075,276.1355,1262.8435,941.2017,2452.8403,434.9272,218.8614,518.2636,544.8421,215.3601,634.2793,862.0087,500.2282,2694.8843,537.1622,515.8771,760.2774,662.079,1238.9241,445.7688,326.3104,765.1869,500.3638,406.8376,NS
AKR1C4,2.439,10.101,0.5848,8.4606,4.2872,6.2627,30.8309,26.5793,7.4042,0,28.3749,20.0321,0,16.6976,26.2829,0,14.1732,5.6304,0.9268,2.4293,17.3267,42.6917,48.0712,147.0588,13.1023,13.0312,4.8372,7.9012,8.9052,1.596,2.1448,0.5774,15.0006,1089.2644,4.5434,0,282.868,11.4344,0,8.9781,8.7762,1.1219,29.4464,1.2274,8.7824,9.3771,3.3113,16.7785,0.4398,81.3724,1.4527,51.0899,3.028,0,9.5714,37.396,85.5503,24.2309,0.6897,0.7509,20.0433,4.3447,1.1842,5.4959,0,43.5534,39.4366,0,10.1325,32.8664,4.672,17.7324,99.9422,44.4325,67.1596,60.2656,2.9098,7.3482,129.6393,4.908,11.487,5.9547,30.4069,267.3956,487.7805,7.8444,766.2284,2.045,19.2513,19.9266,0.4312,12.4953,13.7632,23.4636,7.3407,9.2859,236.5966,10.3939,1.6625,11.5527,29.2777,80.5207,0,30.6748,0.5875,56.5173,6.5868,4.5821,25.1534,13.3056,1.5228,21.7835,6.7879,23.0586,18.1254,14.3151,328.2824,6.0539,2.8842,4.0995,3.8598,0,3.614,15.7816,3.3672,3.0996,52.7954,0,1.1386,20.0961,4.3365,3.7575,2.296,13.1879,42.2939,3.3727,11.805,29.0396,12.1173,3.156,7.8393,92.1053,30.2514,0.8282,55.8396,0,337.7015,7.6142,1.8269,6.8926,13.4062,44.5282,8.5094,3.6049,31.6607,38.1974,33.7621,7.9002,3.0257,4.235,28.2105,401.2739,96.2251,10.4803,23.7335,41.4129,2.7027,1.0411,14.8588,20.79,2.1097,19.0703,14.9024,2.9206,9.2603,0.5698,NS
AKR1C6P,0,0,0,0,0,0.6263,0,0.7088,0,2.1771,0,0.8013,0,0,0,0,3.1496,0,0,0,0,0,0,0,0,0,0,0,0,0.532,0,0,0,0,0,0.4394,0,0,0,0,0,0.374,0.2945,0,0.2661,0.3349,0,0,0,0,0,0,0.757,1.0433,0.4161,0,0,0,0,0,0.5417,0,0,0,0.4653,0,0,0,0,0.5388,0,0,0,0,1.2323,0,0.485,0,0,0.409,0,0.3134,0,0,0,0,0,0.409,0,0.5244,0,0,0,0,0,0,0,0,1.6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7951,0,0,0,0,0.412,0,0,0,0,0,0.259,0,0,0.4901,0,2.1844,0,0,0,0.5072,1.4337,0,0,0.44,0,0,0.49,0,0,0,0.3932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5294,0,0.49,0,0,0,0,1.3514,0,0,0,0,0,0,0,0,0,NS
AKR1C8P,0.4878,0,0,0.9401,0,0,0.6166,0.3544,0,1.8142,0,0,0,0,0.6258,0,0,0.4022,0,0.4859,0,0.6468,0,0.6002,0.4227,0,0,0,0,0.532,0,0,0,0,0,0.4394,0,0,0,0,0,0,0,0,0,0,0.5519,0,0,0,0,0,0,0.5216,0,0.456,0,0,0,0,0,0,0.5921,0,0,0,0,0,0,0,0,0,1.1554,1.0707,0,0,0.485,0,0,0,0,0.3134,0,0.3313,0.2494,0.3138,0,0.409,1.426,0,0,0,0,0.5273,0.3496,0,0,0,0,0,0.48,0,0,0,0,0.6649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0,0,0,0.4818,0,0.4592,0,0,0,0.4919,0.88,0,0,0,0,0.4261,0.4141,0.3932,0,0.9278,0.5076,0,0,0.4965,0,0,0.721,0,0,0,1.2474,0,0,0,1.4699,0.5038,0.4367,0,0,0,0,0.4953,0.8316,0,0,0,0,0.441,0.5698,NS
ALCAM,1224.3902,2319.0236,9281.8713,2128.3196,1550.911,1084.077,2673.0384,1959.068,1956.8815,2399.1292,2771.7111,4152.2436,1149.9211,3591.8367,1444.3054,1840.6114,1689.7638,2496.6821,941.6126,1937.0919,2275.7426,2561.5027,5272.4036,1983.1933,1942.9417,1522.3796,2783.0293,1647.9012,2251.8633,5477.8561,1375.337,2213.6259,1653.692,26.1644,2544.298,617.7504,2224.2178,1673.0985,496.6543,1764.4574,1289.1273,1565.445,2308.0094,2065.6643,3782.0359,2831.8821,1357.6159,2228.1879,852.2427,4656.2531,2522.6076,2896.4578,6187.7366,4609.2853,1828.5476,1934.5571,427.7517,1585.7774,1875.1724,869.5636,1381.3651,3107.8928,1628.2209,3641.7687,1461.1447,1767.6687,2513.615,1264.5805,2670.304,926.1853,1322.946,1307.3616,2465.0491,2108.6724,1183.6106,4939.7344,1523.2784,1439.8098,110.8207,3386.0941,2353.2441,5652.5895,9334.4754,2778.9927,2216.4589,889.5513,3684.443,3136.1963,3294.1176,2804.4048,1158.6891,1533.8887,2264.8146,2821.6933,2246.9632,2483.5094,2272.6554,2043.2166,1327.2375,2769.3577,2550.036,2515.4291,1432.6322,1400.3067,1542.3032,934.8622,843.1138,1377.4815,2160.1227,2642.4116,8221.8274,3166.0994,1898.7239,2729.3931,2145.8421,1309.0743,4550.7576,2864.612,2000,3771.0614,2954.4334,1465.1424,4766.5342,2027.5973,2062.0346,2011.236,2577.8351,2978.6368,3176.0129,782.8746,2066.5995,1414.4442,1221.0354,6900.8369,1845.1613,2468.8027,610.9108,1164.6658,2927.9337,923.3544,1919.6472,1915.0718,1724.3289,2869.9793,2224.9312,2413.3291,774.2085,1556.8528,2953.1857,1636.4159,949.3545,1360.9958,997.729,1781.5429,943.8471,3368.6695,1872.9904,2056.5489,1668.1879,1670.7253,1501.4737,70.5537,1266.5434,1366.3755,1784.1168,2244.2144,2885.1351,3521.0828,3056.4636,2231.6008,4090.7173,1626.9368,2456.8345,1095.2103,984.2355,949.2877,NS
ALDH16A1,869.2683,527.7778,861.9883,1018.0964,1060.0214,895.5691,841.6834,1425.711,902.439,822.9318,974.6346,457.5321,988.4271,801.4842,701.5019,501.0917,1450.3937,929.4189,1302.1316,828.3776,915.8416,1227.7102,765.5786,1477.1909,1122.9924,947.8754,734.0522,875.0617,741.8449,746.9078,850.4033,1330.254,578.8181,494.3691,583.8255,927.9438,560.1235,664.4206,465.4275,796.4088,1093.1253,786.8362,401.3545,1030.9911,527.2122,454.4541,832.2296,1043.6242,1893.1398,894.0665,1068.4583,799.0463,664.648,1856.025,946.7333,674.4955,884.7157,463.9767,973.7931,1090.7091,1047.1289,463.4323,741.8767,799.9001,855.7469,533.1541,970.892,535.4901,1154.3258,882.5431,861.1997,1364.3203,910.4564,769.8073,2295.7486,1705.8223,833.1717,705.8569,893.884,218.8139,179.8305,237.2483,303.6403,416.1696,732.1696,433.0091,596.1911,509.2025,232.7986,296.8013,429.4955,394.9262,616.2865,622.7076,467.36,844.3804,724.3397,907.0022,738.7088,664.5578,673.8661,1412.729,1137.5809,739.2638,722.6792,587.1147,1694.012,1641.5226,564.1104,306.8607,129.4416,301.5657,365.7345,404.9828,444.4071,301.3696,463.8697,248.7617,346.9304,274.1565,406.5616,125.5622,164.0766,476.8799,793.8872,1010.4611,997.5278,1077.8381,481.6396,1069.0258,707.3369,1226.0306,806.8293,967.2838,861.6487,486.2282,1386.1084,1102.6265,731.5051,1591.5239,1159.7256,1045.4545,508.7346,808.2816,835.234,814.2689,875.3334,1567.5127,823.9324,661.1143,1732.8699,1126.8105,1519.4626,1050.4686,907.4074,976.824,1108.2529,482.7443,781.6479,1023.8221,788.2105,1664.8702,1162.7614,893.4498,635.7827,1515.2253,597.973,584.0708,507.1818,531.8087,1260.5485,939.2133,918.2939,775.7009,1491.346,985.755,NS
ALDH18A1,1840.4878,2196.1279,1608.7719,2817.3913,1622.7224,1447.9411,1719.1306,1798.1749,2030.9233,1670.537,2932.0722,2078.5256,2160.9679,1594.3105,1941.8023,1327.5109,3040.9449,3255.178,2044.4856,2375.3304,2249.505,1426.9381,1643.9169,2088.2353,2889.2646,1925.779,1856.2935,3103.7037,2164.3597,851.177,1122.7897,1710.739,2573.3868,1660.061,1175.8292,1104.1301,3021.7483,1710.2603,1595.539,2350.6734,1669.4295,1805.9088,3373.3804,2648.6652,2064.9368,2093.7709,2220.1987,2030.2013,1832.4538,2069.3314,1584.1656,1582.4251,1177.8955,1571.205,1960.0499,2038.5361,3453.3125,2887.9635,2221.3793,4772.4623,1660.3467,1687.1832,3507.4839,1949.5378,1563.5179,2484.7985,2282.6291,1680.6152,1634.4505,1959.0517,1390.6895,2303.6002,1874.0612,2418.0942,2027.1103,5198.1614,2379.2435,2851.0914,3273.3926,2169.3252,2626.9508,2057.1966,2503.212,1468.8535,3575.8105,2970.819,1838.8875,2540.2863,1975.0446,2475.6162,2435.1013,1656.1908,2482.9871,1935.6136,1990.0376,1319.5645,3074.8063,1627.4617,1934.0538,1891.3492,1687.065,1728.5439,1753.1477,2013.0368,2044.6533,2025.3131,4177.2455,1622.0489,3688.6503,1970.0624,2363.4518,2074.8809,2342.3839,1370.2624,1656.4572,2650.9226,1738.4602,2326.3621,1820.3543,2102.5499,2344.1621,2664.1679,1570.2927,2100.33,2403.419,2027.1213,3632.2194,1827.2763,2288.2626,2287.8986,1783.2793,1530.9279,1501.6118,1655.085,2199.2832,1910.0618,1778.626,1929.3765,1686.2245,1366.0956,1826.0657,1662.0813,3093.3106,2518.8406,1866.6929,2204.4217,2795.7787,2327.9188,1952.0438,1943.7105,1600.7944,2601.1882,1359.9111,1599.1348,1927.1207,1793.5622,1689.7106,1875.2599,1726.1812,1797.2472,1956.2105,2942.1852,2615.7094,2114.4105,1952.0767,1515.8343,2127.027,1530.9735,2131.2531,1564.657,1318.5654,1749.1061,2552.9291,3147.1963,2779.8479,1448.433,NS
ALDH1A1,5600,4821.9697,3120.4678,2128.3196,3378.3494,4339.4395,3831.6633,5567.1126,3366.7247,231.8578,6521.9261,5310.0962,746.9753,3646.8769,5939.2991,2943.2314,5541.7323,2333.8025,1865.1529,4338.1724,4263.3663,4694.1478,6533.5312,3190.2761,3688.5038,4703.6827,1307.2659,1988.1481,3910.9476,1337.4119,17015.0362,6200.3464,109216.6042,378.695,45411.1767,1617.3111,12207.0998,5360.6942,898.1413,7291.2596,4957.0941,1848.1675,16916.6667,12683.6453,7559.8137,5948.0911,2400.6623,5866.8904,3306.0686,5193.929,5162.1573,4141.6894,1311.8849,1957.2248,5066.9996,3267.5864,7390.7147,5286.822,2185.5172,4487.1133,5561.2134,2402.6068,1899.9858,2163.8771,2361.5635,4939.5602,3028.169,3392.124,4790.3352,6555.4957,3679.1759,4768.4041,4581.7447,2101.7131,7296.9809,79.6731,2646.4597,6400.6916,16261.8923,9218.8139,3811.2968,16336.598,3907.9229,6169.3174,11585.5362,2708.5033,9933.9931,9616.7689,5301.6043,9796.0147,514.0147,3386.9746,6102.7144,10756.0743,2082.6706,4147.9347,8676.8939,3949.1247,7934.0538,3687.5258,3328.0538,4240.1157,3607.5983,5308.6656,2984.1363,1367.718,7478.4431,5957.8221,6052.7607,4064.0333,1119.797,8295.4391,2158.8379,5676.3848,3112.864,1177.2251,8491.5477,8409.4662,3735.4759,5318.1241,5392.5164,5055.0975,9625.9487,11773.1012,2111.7658,4748.9345,9413.3115,7242.445,911.2819,2083.4426,1758.2238,2816.0055,944.5919,3385.7469,6296.7742,2316.4699,825.369,2856.4452,4512.7551,2030.2074,2408.6232,5663.2775,4479.3353,5954.4513,7213.5273,976.6101,9380.0302,1938.0711,5192.053,1021.8265,2994.5382,5979.9706,3301.1216,2594.088,4436.0812,4721.8884,6322.6152,7385.0312,1348.4687,3258.8671,4405.0526,11703.5767,4606.7116,3267.6856,11306.2529,3192.4482,7527.027,6333.6804,2658.2467,1123.0769,2808.0169,4106.0787,6779.0339,4596.3785,1377.1359,980.057,NS
ALDH1A2,34.1463,630.0505,12.8655,11.2808,229.3676,26.3034,43.7799,65.5622,1402.439,5.0798,184.0069,8.0128,59.9684,196.0421,35.6696,46.9432,116.5354,25.3368,95.9222,182.1945,14.3564,164.9453,141.8398,4.8019,12.257,79.8867,31.4421,803.9506,106.0885,13.2996,18.7668,16.1663,39.8293,4.8198,0.4543,36.0281,19.0824,88.2083,37.1747,6.3375,120.4291,50.4862,6.4782,155.876,304.99,327.5285,18.7638,76.0626,21.5479,292.5287,62.466,602.861,39.3641,27.1257,133.9992,57.9181,29.9078,83.462,31.7241,1.1264,81.7985,86.1694,16.5782,321.2591,9.3067,59.3228,35.6808,85.6784,240.8418,17.7802,42.8264,58.5707,520.5084,10.1713,6.1614,0,1743.453,57.0564,274.4381,131.2883,757.3477,61.1142,19.2719,460.5699,2068.5786,37.0254,2350.8177,71.1656,405.3476,121.1327,8.1932,176.4483,632.0887,117.8452,240.1468,26.577,1921.2399,82.6039,78.138,83.6199,43.1965,384.2816,66.4281,326.6871,42.3032,285.246,27.5449,583.067,63.8037,132.6403,2.0305,549.3533,33.1252,140.7368,114.1227,63.2876,161.8639,6.0539,112.8966,13.3235,161.6811,812.5937,70.8348,175.6565,64.4952,48.4308,63.456,16.1749,18.218,27.0861,119.4956,68.7092,90.0049,26.3759,121.147,40.4722,114.6073,27.7197,258.2908,12.624,81.8226,649.5215,140.179,90.2692,475.4227,2.5633,40.8211,10.1523,142.4983,6.8926,16.8818,786.6646,44.6744,12.2567,1.7921,213.3047,337.6206,60.7069,32.7788,82.054,176.8421,394.9045,70.0277,54.5852,58.8772,363.581,22.973,9.8907,33.68,116.4241,103.3755,128.1287,13.8746,151.8692,70.5545,41.5954,NS
