Hugo_Symbol,TCGA.2J.AAB1.01,TCGA.2J.AAB4.01,TCGA.2J.AAB6.01,TCGA.2J.AAB8.01,TCGA.2J.AAB9.01,TCGA.2J.AABA.01,TCGA.2J.AABE.01,TCGA.2J.AABF.01,TCGA.2J.AABH.01,TCGA.2J.AABI.01,TCGA.2J.AABK.01,TCGA.2J.AABO.01,TCGA.2J.AABP.01,TCGA.2J.AABR.01,TCGA.2J.AABT.01,TCGA.2J.AABU.01,TCGA.2J.AABV.01,TCGA.2L.AAQA.01,TCGA.2L.AAQE.01,TCGA.2L.AAQI.01,TCGA.2L.AAQJ.01,TCGA.2L.AAQL.01,TCGA.2L.AAQM.01,TCGA.3A.A9I5.01,TCGA.3A.A9I7.01,TCGA.3A.A9I9.01,TCGA.3A.A9IB.01,TCGA.3A.A9IC.01,TCGA.3A.A9IH.01,TCGA.3A.A9IJ.01,TCGA.3A.A9IL.01,TCGA.3A.A9IN.01,TCGA.3A.A9IO.01,TCGA.3A.A9IR.01,TCGA.3A.A9IS.01,TCGA.3A.A9IU.01,TCGA.3A.A9IV.01,TCGA.3A.A9IX.01,TCGA.3A.A9IZ.01,TCGA.3A.A9J0.01,TCGA.3E.AAAY.01,TCGA.3E.AAAZ.01,TCGA.F2.6879.01,TCGA.F2.6880.01,TCGA.F2.7273.01,TCGA.F2.7276.01,TCGA.F2.A44G.01,TCGA.F2.A44H.01,TCGA.F2.A7TX.01,TCGA.F2.A8YN.01,TCGA.FB.A4P5.01,TCGA.FB.A4P6.01,TCGA.FB.A545.01,TCGA.FB.A5VM.01,TCGA.FB.A78T.01,TCGA.FB.A7DR.01,TCGA.FB.AAPP.01,TCGA.FB.AAPQ.01,TCGA.FB.AAPS.01,TCGA.FB.AAPU.01,TCGA.FB.AAPY.01,TCGA.FB.AAPZ.01,TCGA.FB.AAQ0.01,TCGA.FB.AAQ1.01,TCGA.FB.AAQ2.01,TCGA.FB.AAQ3.01,TCGA.FB.AAQ6.01,TCGA.H6.8124.01,TCGA.H6.A45N.01,TCGA.H8.A6C1.01,TCGA.HV.A5A3.01,TCGA.HV.A5A4.01,TCGA.HV.A5A5.01,TCGA.HV.A5A6.01,TCGA.HV.A7OL.01,TCGA.HV.A7OP.01,TCGA.HV.AA8V.01,TCGA.HV.AA8X.01,TCGA.HZ.7289.01,TCGA.HZ.7918.01,TCGA.HZ.7919.01,TCGA.HZ.7920.01,TCGA.HZ.7922.01,TCGA.HZ.7923.01,TCGA.HZ.7924.01,TCGA.HZ.7925.01,TCGA.HZ.7926.01,TCGA.HZ.8001.01,TCGA.HZ.8002.01,TCGA.HZ.8003.01,TCGA.HZ.8005.01,TCGA.HZ.8315.01,TCGA.HZ.8317.01,TCGA.HZ.8519.01,TCGA.HZ.8636.01,TCGA.HZ.8637.01,TCGA.HZ.8638.01,TCGA.HZ.A49G.01,TCGA.HZ.A49H.01,TCGA.HZ.A49I.01,TCGA.HZ.A4BH.01,TCGA.HZ.A4BK.01,TCGA.HZ.A77O.01,TCGA.HZ.A77P.01,TCGA.HZ.A77Q.01,TCGA.HZ.A8P0.01,TCGA.HZ.A8P1.01,TCGA.HZ.A9TJ.01,TCGA.IB.7644.01,TCGA.IB.7645.01,TCGA.IB.7646.01,TCGA.IB.7649.01,TCGA.IB.7651.01,TCGA.IB.7652.01,TCGA.IB.7885.01,TCGA.IB.7886.01,TCGA.IB.7887.01,TCGA.IB.7888.01,TCGA.IB.7889.01,TCGA.IB.7890.01,TCGA.IB.7891.01,TCGA.IB.7893.01,TCGA.IB.7897.01,TCGA.IB.8126.01,TCGA.IB.8127.01,TCGA.IB.A5SO.01,TCGA.IB.A5SP.01,TCGA.IB.A5SQ.01,TCGA.IB.A5SS.01,TCGA.IB.A5ST.01,TCGA.IB.A6UF.01,TCGA.IB.A6UG.01,TCGA.IB.A7LX.01,TCGA.IB.A7M4.01,TCGA.IB.AAUM.01,TCGA.IB.AAUN.01,TCGA.IB.AAUO.01,TCGA.IB.AAUP.01,TCGA.IB.AAUQ.01,TCGA.IB.AAUR.01,TCGA.IB.AAUS.01,TCGA.IB.AAUT.01,TCGA.IB.AAUU.01,TCGA.IB.AAUV.01,TCGA.IB.AAUW.01,TCGA.L1.A7W4.01,TCGA.LB.A7SX.01,TCGA.LB.A8F3.01,TCGA.LB.A9Q5.01,TCGA.M8.A5N4.01,TCGA.OE.A75W.01,TCGA.PZ.A5RE.01,TCGA.Q3.A5QY.01,TCGA.Q3.AA2A.01,TCGA.RB.A7B8.01,TCGA.RB.AA9M.01,TCGA.RL.AAAS.01,TCGA.S4.A8RM.01,TCGA.S4.A8RO.01,TCGA.S4.A8RP.01,TCGA.US.A774.01,TCGA.US.A776.01,TCGA.US.A779.01,TCGA.US.A77E.01,TCGA.US.A77G.01,TCGA.US.A77J.01,TCGA.XD.AAUG.01,TCGA.XD.AAUH.01,TCGA.XD.AAUI.01,TCGA.XD.AAUL.01,TCGA.XN.A8T3.01,TCGA.XN.A8T5.01,TCGA.YB.A89D.01,TCGA.YH.A8SY.01,TCGA.YY.A8LH.01,TCGA.Z5.AAPL.01,DEG type
PNCK,3.9024,158.2492,142.1053,0,1.0718,0,9.8659,9.2141,3.0488,165.4572,12.4678,10.4167,1.5781,0.6184,1133.2916,48.0349,3.1496,83.2495,3.7071,23.8067,2.9703,1.2937,3632.0475,1385.3541,82.8402,132.5779,6.8528,109.1358,2.7103,26.0673,24.1287,0.5774,1.0345,23.066,0.9087,24.6046,26.9398,0.4084,63.9405,76.5778,5.3632,354.899,22.3793,6.1369,0.5323,0.6698,66.2252,3.3557,0,1.545,7.2635,2.0436,15.14,3.1299,12.4844,279.1016,0.6955,65.5132,0.6897,126.9052,5.4171,21.7234,1492.6345,67.4494,4.188,7.5092,10.3286,350.1282,3.1177,139.0086,319.2512,130.575,2.8885,11.242,41.2816,12.2574,16.9738,20.3155,11.5003,1.636,35.6492,1.567,6.8522,10.603,36.409,0.9413,2.1217,3.681,0,0.5244,42.2596,1.8932,51.9944,0.2636,177.5758,2.5616,147.3984,27.8993,0,7.1517,0.9599,0,21.0356,977.3773,2.9377,13.2982,6.5868,4.0093,90.4908,1.2474,10.6599,2.7229,44.5289,16.9626,16.7827,0.3767,12.6128,0.5504,0.412,79.4285,0,15.3673,0,0,3.8853,1.9372,1.0153,1.4704,18.5976,1.3106,91.0672,4.8311,15.6131,13.6952,0,12.3665,9.8375,2.2,126.9133,0.4509,1.9598,2.3923,81.3805,2.0704,2.3594,19.2246,4.6388,10.6599,2.7404,15.5083,160.8739,43.2913,1.0637,3.6049,16.7264,1.7167,1.0718,10.8108,34.7959,4.7644,1.6842,3.4297,2.0152,19.6507,7.3026,0.609,7.4324,5.7262,40.1189,3.7422,3.692,2.9797,1.5416,81.7757,164.4802,1.1396,DOWN
PNMA3,23.4146,25.6734,8.1871,5.6404,12.8617,39.4551,17.2653,32.6039,15.2439,13.0624,64.9183,18.4295,15.7812,43.29,27.5344,10.917,9.4488,4.4239,24.0964,20.8916,6.9307,22.6395,2008.3086,48.6194,11.8343,13.0312,6.4497,7.9012,9.2924,1256.0181,114.2093,540.9931,21.2078,6.1968,141.7537,3.0756,95.4118,43.6958,0,7.3937,41.4432,10.4712,0.5889,28.2295,17.831,40.5224,4.9669,6.7114,16.7106,10.8153,111.1313,31.3351,5.299,50.5999,21.2235,5.9286,0,9.8718,44.1379,6.0073,35.2113,23.8957,5.3287,3.997,26.0586,3.7546,3.7559,6.1787,55.339,9.6983,5.4506,17.1951,36.3951,2.1413,25.878,10.2145,7.2745,3.8902,0,18.8139,9.5065,66.7555,5.9957,38.1047,7.98,5.6479,3.6372,43.7628,16.3993,28.3167,2.1561,11.738,7.6462,114.9452,13.6328,51.553,12.3359,21.3348,47.6586,24.7559,43.6765,12.5362,7.7499,24.5399,27.6146,11.9684,10.7784,5.1548,1.227,17.8794,4.0609,13.6147,5.4304,10.0716,5.3705,7.5342,7.3574,20.3632,5.3564,8.7115,6.8618,1.8741,51.6805,24.0155,7.7705,41.4568,1.0153,49.9952,3.7954,36.6972,4.3365,28.9867,10.1026,25.3614,31.5412,10.6802,52.1389,66.8792,17.8571,182.5969,55.365,24.5215,20.8777,113.0435,24.7739,1.2816,16.6995,33.5025,14.6152,5.7438,42.2046,9.8952,148.9148,5.7678,19.1159,19.3133,23.0439,18.2952,14.1201,20.6458,14.3158,6.8594,37.2809,8.2969,10.0411,117.5396,59.4595,102.0302,45.0718,9.9792,26.3713,42.3123,14.9024,4.6729,14.5519,142.4501,DOWN
PNMAL1,219.0244,532.4074,585.9649,165.4524,456.5916,203.5384,144.9052,440.5068,193.8153,383.164,604.0413,335.7372,620.7259,390.2288,456.1952,151.7467,162.2047,42.6302,196.4782,320.1765,54.9505,292.3735,3249.8516,493.3974,180.4734,415.2975,117.3032,212.3457,208.6923,6279.5585,2708.3146,1744.2263,3533.9454,380.072,4124.4889,249.1213,5179.1778,396.1205,337.5465,182.7304,359.8245,102.0942,116.9022,541.2703,417.2987,798.7274,75.6071,459.7315,175.022,209.0962,262.2117,361.0354,147.6154,131.4554,213.4831,196.1008,9.0419,129.2314,646.8966,47.3079,174.4312,253.4395,87.0358,336.2478,230.3397,156.9425,132.3944,147.8777,610.2884,95.3664,83.3168,231.5959,463.8937,51.3919,86.26,25.5363,340.4462,60.9466,12.5457,522.2904,337.4792,1366.4499,223.5546,422.7966,32.9177,371.5093,126.0882,575.8691,657.3975,499.7378,196.6365,363.8773,251.3062,1801.423,658.5686,482.5488,157.2039,300.3282,367.4148,175.4917,300.456,133.0762,205.3735,219.3252,442.4207,147.6098,47.9042,150.6352,132.8221,212.0582,88.3249,573.8598,284.5506,411.6088,251.7412,201.5409,222.4753,445.7898,283.0655,607.2439,388.9782,826.4618,718.4677,637.4409,205.1415,644.3239,154.8326,829.8226,223.9302,150.7208,106.486,212.0324,61.5339,120.213,300.3584,235.5256,43.777,224.8373,468.1122,221.3706,302.7927,315.7895,144.4397,430.6418,363.7436,88.8604,480.5752,141.1168,459.4656,83.2855,232.8699,263.0461,78.7121,85.7967,179.2115,634.7639,376.2058,103.1185,145.7395,279.513,427.3684,14.2087,194.9691,177.7293,69.8311,195.4933,1017.5676,859.9688,433.8782,283.9917,339.135,326.5793,530.8325,156.5421,36.6002,17.6638,DOWN
PNMT,55.122,3.7879,8.7719,831.9624,10.7181,97.6984,1.2332,8.5054,19.5993,32.2932,24.9355,13.6218,23.1457,19.1713,3.1289,45.8515,17.3228,31.7716,2.7804,7.7736,1.4851,164.2984,0.5935,25.2101,12.6796,24.3626,4.4341,40,2.7103,73.946,227.3461,20.2079,322.7725,1.0328,168.1054,14.0598,7.8574,15.1097,10.4089,74.4653,10.2389,13.089,0.8834,3.6821,9.847,8.3724,2.2075,14.5414,20.6684,7.7252,29.0539,47.0027,6.056,16.1711,2.4969,2.2802,0.6955,1.7949,6.8966,3.3791,37.9198,37.6539,5.9208,6.4951,28.3853,47.308,6.5728,37.4843,12.4708,3.7716,31.9251,7.5228,8.6655,17.1306,12.3229,155.2605,3.8797,7.3482,0,0.818,7.1298,17.8641,5.1392,30.4838,10.7232,1.8826,6.365,1.227,8.9127,2.6219,7.3307,9.8448,2.5487,732.1164,6.9912,8.3253,2.5304,4.9234,110.834,8.8021,20.6383,53.5198,26.0177,8.0521,0.5875,11.9684,5.988,29.2106,3.9877,4.5738,4.5685,2.0422,9.7746,2.3854,3.6922,3.3904,21.0213,24.2157,8.6527,3.5871,1.2866,1.8741,4.3368,10.2924,22.2755,6.5866,12.1835,12.2537,40.9906,14.4168,146.4785,39.7225,12.8578,93.8372,7.8853,28.1057,17.2157,10.1199,32.5255,6.7628,9.3092,9.5694,9.7997,108.9027,18.0889,64.5092,211.0634,1.5228,2.7404,9.1901,20.854,22.2641,3.191,14.4196,6.5711,12.0172,5.895,10.8108,30.7616,17.4696,6.3158,0.9799,32.7467,13.1004,15.0616,26.7966,74.3243,13.0141,76.7707,30.3534,61.7089,7.7473,7.7081,6.4252,26.017,5.1282,DOWN
POMC,35.122,13.8889,27.4854,7.5206,110.3966,16.2831,109.758,26.5793,11.324,10.1597,20.2064,13.6218,25.7759,30.9215,45.0563,4.3668,77.1654,3.2174,6.0241,7.2878,16.8317,80.8555,33.8279,15.006,21.978,64.0227,25.7986,39.0123,13.9386,1296.981,87.9358,81.4088,27.415,867.9,4.5434,17.1353,0.5612,50.2297,14.1264,13.2031,29.254,38.1451,2.9446,111.6907,23.686,12.0563,1.6556,24.6085,22.4274,13.3904,37.0438,47.6839,12.869,33.9071,26.6334,33.2915,2.7821,7.1795,27.5862,3.0037,41.1701,15.2064,2.3683,11.991,6.98,23.2786,6.5728,11.5336,18.7062,37.7155,0.7787,10.2096,17.9087,3.7473,16.6359,7.1502,23.2784,6.4837,3.6592,13.9059,1.9805,6.8949,5.5675,15.5732,9.9751,5.0204,8.7898,20.4499,13.9037,18.3534,10.3493,4.5437,28.5459,57.209,16.7788,23.6952,27.8349,30.0875,150.7343,14.3034,15.8387,65.5738,25.4641,53.2975,19.389,25.2665,4.7904,13.1734,3.3742,5.4054,5.0761,14.2954,9.7746,8.4813,9.734,1.1301,3.1532,13.7589,10.7128,5.1244,9.0061,6.3718,15.5403,424.7319,12.4328,37.5823,24.8747,36.7612,22.393,39.7554,13.4914,40.7961,9.1842,11.159,35.8423,13.4907,169.6974,47.0794,28.699,24.7971,76.9231,34.0909,12.3562,47.619,37.7507,5.5538,23.6577,19.797,160.7673,17.8059,18.3714,12.7812,44.6744,76.4239,19.7133,29.6137,33.7621,4.9896,8.5729,11.6464,19.3684,3.4297,68.5163,13.9738,10.4975,70.6456,22.973,15.0963,20.3071,16.632,19.5148,32.1812,17.4717,6.4252,10.1422,9.6866,DOWN
POPDC3,3.4146,10.9428,66.6667,4.7004,22.508,6.889,3.0831,10.2773,8.2753,1.4514,20.2064,21.6346,236.1915,7.4212,13.1414,25.1092,4.7244,3.6195,2.7804,14.5756,2.4752,3.2342,0,138.0552,10.5664,2.8329,6.4497,79.0123,21.6823,144.1681,9.6515,30.6005,1257.468,139.4286,208.9959,4.833,2.8062,3.6753,1.487,1.5844,4.8757,12.715,0.8834,6.1369,21.5569,25.1172,1.6556,1.1186,3.518,0.515,7.2635,10.8992,4.542,75.639,4.1615,10.4891,0.6955,6.2821,7.5862,2.2528,2.7086,10.1376,0,2.9978,18.6133,2.2528,5.6338,35.0128,16.3679,10.7759,0,9.1349,10.9763,22.4839,6.7776,8.1716,7.7595,5.1869,125.4574,23.3129,6.3376,102.4837,8.137,8.615,3.2419,2.824,2.1217,47.0348,16.0428,16.7803,3.0185,2.2719,18.351,6.3273,23.4204,47.0701,18.3457,3.2823,4.4334,3.8509,14.8788,20.7329,30.4462,15.3374,9.4007,5.3193,2.994,8.0186,2.1472,4.5738,12.6904,12.2532,27.6948,7.1561,2.3496,4.8973,2.4525,31.9207,2.8842,18.9604,8.5772,23.2384,47.3437,6.1754,1.2951,17.8225,2.5382,41.1725,36.8156,10.0481,0.4818,48.848,5.9697,25.3614,13.6201,3.9348,1.9675,2.2,40.1786,7.6646,6.3694,5.9809,7.2433,6.6253,3.1459,9.8259,53.8096,1.0152,2.7404,1.7231,4.9652,2.0615,8.5094,3.6049,8.3632,30.0429,5.3591,2.4948,3.53,9.5289,3.7895,25.9677,3.5266,3.4934,1.8257,24.9695,28.3784,38.5216,16.3447,5.8212,67.5105,30.9893,30.8325,4.6729,3.5277,5.1282,DOWN
PPP1R1A,82.9268,351.8519,580.7018,8.4606,185.4234,9.3941,37.6137,391.2466,378.9199,1.8142,998.2803,199.5192,1.5781,429.1899,357.3217,3.2751,125.9843,5.2282,28.7303,236.6099,0.9901,217.3396,2985.1632,1364.3457,36.7709,146.7422,8.4652,7.4074,222.2437,3725.4954,3756.0372,12193.418,6689.7711,4763.6384,9316.2199,21.529,3828.82,22.4604,28.9963,99.8152,91.175,87.5093,0,306.8426,332.1357,584.7287,14.3488,38.0313,92.788,26.2658,376.2484,98.7738,54.5042,292.1231,59.0928,74.7919,0,127.4366,190.3448,114.1396,54.1712,242.5778,2.3683,410.1924,724.523,53.3154,60.0939,64.2588,328.1372,18.319,15.5732,112.3052,641.8255,0.5353,27.7264,2.0429,112.5121,38.4699,56.9786,234.3558,135.8631,2689.6498,47.5375,316.1034,24.1895,22.5918,3.9403,1747.6483,378.9661,574.2003,4.7434,4.9224,37.2117,162.136,146.8146,260.0064,35.7425,114.8796,144.0842,22.5554,359.9712,9.6432,96.3207,387.6534,36.4277,61.8365,56.2874,64.7216,0.6135,185.8628,1.0152,291.3547,60.5485,118.4734,73.5084,4.8973,0.7007,537.1491,91.471,254.1713,204.1385,27.7361,1504.1561,318.3774,26.1607,192.561,111.6825,1076.3677,6.0727,158.1477,46.7382,46.164,17.9091,32.4626,170.6093,51.7144,60.5008,25.0797,718.1122,73.0388,5.8795,87.3206,131.2314,136.646,233.5824,17.0885,17.6273,344.1624,125.1427,1.1488,139.5233,43.7036,287.7246,27.3973,90.2031,823.6052,109.8607,12.0582,89.2591,359.4494,41.2632,3.4297,261.974,27.5109,35.6002,545.067,979.0541,3190.0052,126.7954,89.8129,226.7932,61.9785,274.9229,21.6121,75.8461,100.2849,DOWN
PPP1R3F,69.2683,72.3906,148.538,129.7297,95.3912,129.0121,95.5758,79.3834,94.0767,263.4253,110.0602,100.9615,211.4676,93.3828,128.2854,57.8603,80.315,50.2715,119.5551,58.3022,50.495,161.711,1096.1424,134.4538,107.3542,76.4873,112.466,81.4815,114.6065,1497.5396,920.1085,1455.5427,686.9262,385.9246,376.1926,92.2671,891.8198,93.5171,42.3792,44.3623,132.1307,86.7614,49.47,120.2823,77.9774,78.0308,41.3907,99.5526,83.1135,124.1187,95.1516,98.7738,55.2612,133.0203,57.0121,113.556,54.2514,47.5643,120.6897,41.3005,76.3814,64.4461,32.5644,222.3333,93.0665,49.5608,70.4225,93.0929,129.3843,92.6724,59.1783,81.1392,91.8544,87.2591,91.8053,78.6517,113.4821,76.9397,195.5044,47.8528,43.5713,141.0327,41.1135,89.7946,30.9227,81.8952,54.5574,80.9816,59.18,67.6455,65.5455,63.6123,65.2479,182.4359,108.0136,119.1162,51.2415,89.1685,83.6797,137.5327,66.2347,98.8428,70.8566,151.0736,97.5323,104.3907,28.1437,71.0219,32.2086,98.5447,146.7005,52.4166,53.7605,65.9952,60.7535,38.4246,94.2454,61.6401,45.7355,63.0304,54.4655,46.1019,117.0943,66.5573,110.6003,115.0717,92.3919,164.2,92.9879,137.6147,182.1344,72.4668,122.6087,52.7517,125.448,61.8325,66.4033,98.9988,276.148,123.5347,107.3003,93.3014,86.4934,164.3892,85.3323,142.6893,89.0641,144.6701,96.8258,61.4589,87.8848,129.8739,135.087,46.8637,100.3584,132.618,129.1533,36.5904,87.242,118.5813,77.8947,66.634,51.3872,69.4323,41.5335,142.5091,182.4324,170.7444,92.1248,96.4657,77.5316,154.9464,124.8715,85.2804,98.7763,103.7037,DOWN
PPP1R42,0,1.6835,0,0,0,1.2525,0.6166,0.3544,0,0,2.5795,0,0,0,0,0,1.5748,0,0,0.9717,0,0,2.9674,0,1.268,0,0.4031,0,0.7744,1.064,8.5791,17.8984,10.8625,3.7869,33.1667,0.4394,12.3474,0.8167,0,0.5281,1.4627,0.374,0.2945,0,0.5323,1.0047,0,1.1186,0,0,0,0,0,0.5216,0.4161,0.9121,0,0,0,0,0.5417,0,0,0.4996,0,0,0,0.8238,0,1.0776,0,0,1.1554,0,0.6161,0,0.485,0,1.5682,0.409,0.3961,1.567,0.4283,0.3313,0,0.3138,0,1.227,0,0.5244,0,0.3786,0.5097,4.2182,0,0.9606,0.3163,0.547,0,1.1003,0,0,0,0,1.1751,0,0.5988,0,0,0.8316,0.5076,0.6807,0.8146,1.3252,1.007,0,0,0.5504,0.412,0,0,0.3748,0.7228,0.6862,0,0.3874,0,0.4901,0,0,0.9637,1.0736,0,0,2.1505,0.5621,0,0,0,0.4509,0,1.1962,0.4261,0.4141,1.1797,0.8544,0.4639,0,0,0,0,0,0,0,0.5974,0.8584,1.6077,0.4158,0,0.5294,0,0,0,0,0,0.609,0.6757,2.0822,0.9906,1.2474,0.5274,0,0,0,0,0,DOWN
PPP4R4,4.3902,18.0976,18.1287,0,15.0054,4.3839,1.8499,19.8458,18.2927,35.1959,25.7954,8.8141,3.1562,57.5139,2.5031,3.2751,12.5984,0.4022,0.9268,13.6039,0.9901,14.2306,143.0267,17.407,2.9586,19.2635,2.0155,0.4938,11.2283,443.144,180.6973,881.0624,718.4792,15.4921,999.0913,4.3937,503.4376,11.8428,10.4089,0.5281,7.8011,2.9918,0.5889,23.32,22.6214,34.1594,2.2075,5.5928,35.6201,22.1457,6.5371,21.1172,0,6.2598,4.9938,3.6484,1.3911,7.1795,2.069,0,8.6674,20.9993,2.3683,3.4974,16.752,7.5092,0.939,4.5311,7.7942,3.7716,113.6846,6.4481,18.4864,4.2827,4.313,0,8.2444,4.3225,61.1605,4.908,3.1688,156.0762,2.9979,59.3108,0.9975,3.1377,5.7588,38.8548,15.6863,25.6948,1.7249,4.5437,10.195,254.1448,6.9912,21.7739,2.8467,7.1116,54.8628,2.2005,10.0792,2.893,3.3214,8.4356,6.463,5.3193,1.1976,1.7183,0.6135,12.474,18.2741,8.8496,4.8873,6.8911,2.0139,1.8836,0.7007,13.2086,9.8888,16.9106,13.2947,5.6222,76.2559,21.2709,4.1443,7.7489,1.5229,28.4287,1.1386,2.1844,2.891,13.4198,5.9697,24.3469,6.4516,3.3727,4.9188,10.9999,29.3367,11.7223,5.3895,37.6794,3.4086,24.0166,15.7295,1.2816,0.4639,5.0761,1.8269,3.4463,2.4826,2.0615,6.9139,2.1629,2.9869,24.8927,6.4309,0.8316,2.0172,13.2345,5.4737,4.4096,5.5418,3.4934,2.7385,4.8721,35.8108,36.4394,9.4106,4.158,15.2954,29.2014,14.9024,1.1682,4.8506,2.849,DOWN
PRB1,42.439,0,1680.117,16.9213,1.0718,0,2.4665,2.1263,0,2.5399,1.2898,0.8013,0,2.4737,0,3.2751,0,17.2934,0,1.9434,30.6931,45.9259,0,0,2.9586,4.5326,0,0,6.1949,0.532,0.5362,0.5774,0,0,0,3.0756,0,0,0.7435,0,18.5275,0,2.3557,0,0,0,2.2075,5.5928,0,0,1.4527,0,1.514,34.4288,0.4161,0.456,4.8687,0,0,0,17.3348,13.7581,4.7366,0,0,5.2564,0.939,0.4119,5.456,0,2.336,0,1.1554,20.8779,27.7264,1.0215,0,18.5866,0,1.227,10.2987,0,17.1306,0.3313,0,0,0,0,0,7.3414,0.4312,0,1.0195,1.5818,0,0,0,0.547,0,0,0,0.4822,0,0,4.7004,0,1.7964,0,2.1472,0,5.0761,12.934,1.9006,0.265,0,7.5342,0,0,5.7684,0,1.7154,0,0,0,2.3312,86.0132,0,13.234,0.3795,0,0,0,0,5.5795,0,7.3075,0.4919,0,1.9133,0,0,0,0,0,2.7527,2.1361,0,0.5076,3.6538,2.8719,0.993,11.9566,0,0,1.1947,0,0,0,0.5043,0,0,0,0.5038,0.4367,2.2821,0,0,0,0,21.6216,0,0,9.2497,0,4.8506,0,UP
PRDM16-DT,106.3415,180.5556,5.848,76.1457,97.5348,10.6466,67.2113,165.5001,74.9129,3.2656,230.8684,53.6859,2.6302,142.2387,31.9149,14.1921,489.7638,54.6954,9.2678,72.8778,42.0792,138.4246,78.9318,78.6315,144.9704,413.0312,26.6049,42.963,48.0108,67.0302,56.3003,32.9099,37.7602,9289.3875,20.8996,53.1634,12.3474,92.292,46.8401,314.2329,285.2267,46.3725,17.0789,375.5753,28.4764,46.8855,27.5938,106.264,25.066,27.2958,76.2666,172.3433,26.4951,10.433,104.8689,72.0556,13.9106,129.2314,73.1034,14.2675,150.0542,44.895,72.8259,164.8763,38.6226,84.8541,54.4601,34.6009,109.8987,214.9784,20.2452,69.8549,117.851,60.4925,19.7166,50.0511,129.4859,32.4184,0,23.7219,12.6753,8.1486,2.9979,50.6958,81.2968,10.9821,33.0375,9.816,65.2406,64.4992,3.4498,45.4373,128.4567,8.7,26.916,36.1832,224.5769,190.919,112.4965,57.7637,29.7576,96.432,50.3746,39.8773,27.6146,182.85,16.7665,64.1488,28.8344,9.9792,2.5381,41.5248,13.8474,99.1254,21.8176,5.274,36.7872,3.8525,17.3053,12.2986,27.4472,5.2474,12.2877,206.5336,20.7214,44.1689,55.8412,12.7439,10.6272,36.6972,136.8418,176.0674,36.2775,40.5782,359.1398,84.317,60.5008,14.0798,65.6888,28.404,37.7266,195.5742,115.8926,24.4306,260.7157,108.9394,162.8204,389.3401,158.0269,51.12,170.3078,33.8084,14.3596,50.4686,103.3453,89.6996,98.6066,39.501,29.2488,95.2885,124.2105,6.3694,246.3563,48.4716,106.8005,95.6151,61.4865,23.4253,50.0248,53.6383,146.6245,66.1502,25.6937,80.6075,392.9005,13.1054,DOWN
PRIMA1,68.2927,18.9394,5.848,59.2244,40.7288,34.445,9.8659,31.8951,14.8084,6.5312,99.742,151.4423,1.5781,49.4743,1198.9987,99.345,58.2677,4.4239,13.9018,46.1559,7.4257,22.6395,15.4303,74.4298,234.5731,53.8244,56.4345,66.1728,42.5903,2999.867,9.6515,207.8522,2.0691,55.7714,0.4543,21.529,1.6837,75.9571,4.461,54.3966,41.9308,416.6043,8.8339,89.598,76.3806,50.2344,11.0375,16.7785,12.3131,3.0901,82.8037,97.4114,19.6821,55.2947,52.4345,604.2641,1.3911,16.1539,52.4138,3.0037,34.6696,16.6546,5.9208,24.9813,40.4839,3.0037,17.8404,23.0673,27.2798,35.0216,54.5063,18.2697,54.3039,8.5653,30.191,1.0215,73.7148,22.4768,0.5227,39.2638,15.8441,350.7012,43.2548,121.2724,76.5586,30.4361,49.7079,46.6258,69.8752,45.097,20.2674,37.8644,137.1225,87.5271,15.031,276.9773,195.1605,91.9037,218.343,44.5606,71.0343,24.108,10.5178,1837.0399,76.3807,24.6016,2.3952,8.0186,15.3374,55.7173,26.3959,31.9946,5.4304,32.6001,72.5015,5.6507,163.6157,88.6076,35.0227,34.3336,32.5935,47.976,333.5743,136.5455,20.2033,96.4742,10.6606,32.3498,37.9543,686.7628,6.2639,36.5018,9.6434,6.0867,89.6057,55.6492,60.9927,40.9195,24.2347,62.2182,45.0759,31.1005,17.4691,62.5259,104.9941,16.6613,17.6273,5.5838,73.9895,52.2688,7.4479,47.002,27.1238,7.9308,31.6607,26.6094,103.9657,5.8212,40.3431,12.7051,23.1579,29.8873,9.5721,11.7904,26.4719,71.8636,189.1892,85.8928,90.1436,31.185,21.6245,399.8808,16.9579,49.6495,4.4097,13.1054,DOWN
